,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
407,Arzooo,Tech Startup,undisclosed,Undisclosed,Bangalore,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product",2020,2016,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group"
408,MindTickle,SaaS platform,Debt,"$100,000,000",Pune,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,2020,2011,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, NewView Capital"
409,Krimanshi,Biotechnology company,Seed,"$600,000",Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,2020,2015,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City"
410,Slice,FinTech,Debt,"$5,000,000",Bangalore,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,2020,2016,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy"
411,Rapawalk,E-commerce,Seed,"$300,000",Bangalore,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,2020,2017,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati"
412,Oga Fit's,Fitness startup,Pre-series A,Undisclosed,Bangalore,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,2020,2017,Ashish Rawat,9Unicorns
413,LAVAL,Cosmetics,Pre-series A,Undisclosed,Bangalore,"Laval Cosmetics, affordable makeup for all ages",2020,2016,"Shrishti, Prithika",Jazal Group
414,Stride Ventures,Venture capitalist,undisclosed,"$80,000,000",New Delhi,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,2020,2019,Ishpreet Gandhi,Small Industries Development Bank of India
415,BlackSoil,FinTech,undisclosed,"$10,000,000",Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,2020,2016,Ankur Bansal,
416,Biocon,Healthcare,undisclosed,"$15,000,000",Bangalore,"Biocon is a healthcare and technology, company focused on biotechnology.",2020,1978,Kiran Mazumdar-Shaw,Goldman Sachs
417,Clientjoy,SaaS startup,Pre-series A,"$800,000",Gujarat,Client Management Software For Modern Agencies.,2020,2013,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat"
418,Xpressbees,E-commerce,undisclosed,"$100,000,000",Pune,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,2020,2015,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital"
419,GalaxyCard,FinTech,Seed,Undisclosed,Gurugram,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,2020,2017,"Amit Kumar, Gunjeet Singh",India Accelerator
420,Wellness Forever,HealthTech,undisclosed,"$100,000,000",Mumbai,Wellness Forever is the one-stop destination for wellness,2020,2008,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan","Poonawalla, Allana Group"
421,MoooFarm,AgriTech,Pre-seed,"$500,000",Gurugram,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,2020,2019,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart"
422,BitClass,PaaS startup,Seed,"$2,000,000",Bangalore,BitClass is a PaaS solution which helps teachers set up their independent live classes,2020,2020,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures"
423,Gonuts,Entertainment,Seed,"$400,000",Mumbai,Personalised Video shoutouts from favourite celebrity.,2020,2020,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini"
424,Uolo,EdTech,Seed,"$2,000,000",Bangalore,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,2020,2013,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital"
425,Kirana King,Retail,Pre-series A,"$900,000","Jaipur, Rajastan","A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",2020,2014,Anup Kumar,Rajasthan Venture Capital Fund
426,Jade Forest,Beverages,Seed,"$250,000",Delhi,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.",2020,,"Punweet Singh, Shuchir Suri",
427,iKure,HealthTech,undisclosed,Undisclosed,Kolkata,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,2020,2010,Sujay Santra,"Ratan Tata, Inflection Point Ventures, Ankur Mittal"
428,FrontRow,EdTech,Seed,"$3,200,000",Bangalore,"Comprehensive courses, taught by idols.",2020,,"Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone"
429,Reliance Retail,E-commerce,undisclosed,"$10,000,000",Mumbai,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,2020,2006,Mukesh Ambani,"Abu Dhabi Investment Authority, GIC"
430,TUBBR,Social Media,undisclosed,Undisclosed,"Frisco, Texas, United States",World's First Personal Social Network,2020,2019,"Saurabh Uttam, Ravi Singhal",Global Ascent Partners
431,Ather Energy,Automobiles,Series D,"$35,000,000",Bangalore,Ather Energy is a manufacturer of electric scooters.,2020,2013,"Arun Vinayak, Swapnil Jain, Tarun Mehta",HeroMotoCorp Ltd and Sachin Bansal
432,Routematic,SaaS startup,undisclosed,"$2,000,000",Bangalore,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,2020,2007,"Sriram Kannan, Surajit Das","VAMM Ventures, Naresh Malhotra"
433,LivFin,FinTech,undisclosed,"$4,700,000",New Delhi,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),2020,2017,Rakesh Malhotra,"DEG, KFW DEG"
434,Universal Sportsbiz Pvt Ltd,Fashion startup,undisclosed,Undisclosed,Bangalore,A fashion startup based in Bengaluru.,2020,2012,Anjana Reddy,"Accel, Alteria Capital"
435,Lattu Kids,EdTech,undisclosed,Undisclosed,Mumbai,Lattu kids is an edutainment platform for preschool kids.,2020,2017,Vivek Bhutyani,Mumbai Angels Network
436,Eggoz,Food & Bevarages,Pre-series A,"$1,500,000",Indore,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.",2020,2016,"Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar","AVANA Capital, Rebright Partners"
437,Steradian Semiconductors,Deeptech,undisclosed,Undisclosed,Bangalore,Semiconductor company focused on CMOS millimeter wave products for Radar.,2020,2016,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar and Alok Joshi",Endiya Partners.
438,CHARGE+ZONE,EV startup,Pre-series A,"$3,000,000",Gujarat,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",2020,2018,"Kartikey Hariyani, Pavan Bakeri",Mumbai Angels
439,Stones2milestones,EdTech,Bridge,"$2,000,000",Gurugram,Stones2milestones is India (Delhi) Based EdTech Company,2020,2008,"Kavish Gadia, Nikhil Saraf","Menterra Venture Advisors, Emandi Sankara Rao"
440,Udacity,EdTech,Debt,"$75,000,000",California,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.",2020,2011,"David Stavens, Mike Sokolsky, Sebastian Thrun","Hercules Capital, Inc.Bertelsmann"
441,AjnaLens,AR/VR startup,Bridge,"$1,000,000",Thane,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.",2020,2014,"Abhijit Patil, Abhishek Tomar, Pankaj Raut","Mohsin Hani Al Bahrani, MoD"
442,Gully Network,E-commerce,Pre-series A,"$1,200,000",Bangalore,Gully Network is a tech-enabled network of mid-sized grocery stores.,2020,2019,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners"
443,TurboHire,Recruitment startup,Seed,"$1,000,000",Hyderabad,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,2020,2018,"Abhishek Kabra, Aman Gour","Kia Ora Ventures, Pentathlon Ventures"
444,Traya,HealthTech,Seed,Undisclosed,Mumbai,work with our customers closely to get their hair health sorted for long-term effective results,2020,,"Altaf Saiyed, Saloni Anand","Kae Capital, Whiteboard Capital"
445,Charcoal Eats,QSR startup,undisclosed,"$2,000,000",Mumbai,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.",2020,2015,"Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments
446,Mitron TV,Video platform,undisclosed,Undisclosed,Bangalore,Mitron is a free short videoplatform for next generation,2020,2020,"Shivank Agarwal, Anish Khandelwal",9Unicorns
447,Svami,Food & Bevarages,undisclosed,"$800,000",Mumbai,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,2020,2016,Sahil Jatana,"Niren Shah, Rukam Capital Trust"
448,Dhurnia,EdTech,undisclosed,"$100,000","Dhingsara, Haryana",Developer of an online learning platform intended for various competitive exam preparations.,2020,2018,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital"
449,Expertrons,EdTech,undisclosed,Undisclosed,Mumbai,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,2020,2019,Jatin Solanki,"Rohit Chanana, Sukanta Ganguly"
450,Leena AI,AI startup,undisclosed,"$8,000,000","New York, United States",Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,2020,2015,"Adit Jain, Anand Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt"
451,Bizlog,Logistics,undisclosed,"$1,000,000",Bangalore,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,2020,2016,"HS Srinivasan, Krishnan Rajan, E.V. Shunmugam",IAN Fund
452,Tamasha.live,Gaming,undisclosed,"$300,000",Mumbai,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.",2020,2020,"Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque"
453,Fedo,AI startup,undisclosed,"$1,000,000",Bangalore,Artificial Intelligence based Credit Score for Health,2020,2017,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City
454,FabHotels,Hospitality,undisclosed,"$1,000,000",Gurugram,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,2020,2015,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs"
455,Freshokartz,AgriTech,Pre-series A,"$1,000,000","Jaipur, Rajastan","Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides",2020,2016,"Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs"
456,FlexiLoans,FinTech,Debt,"$6,000,000",Mumbai,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",2020,2016,"Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud
457,Agrix,AgriTech,undisclosed,Undisclosed,Patna,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",2020,2020,"Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors
458,BharatAgri,AgriTech,Pre-series A,Undisclosed,Pune,A Smart Farming Technology Platform for Indian Farmers,2020,2017,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient"
459,FreshtoHome,E-commerce,Series C,"$121,000,000",Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,2015,Shan Kadavil,"Ascent Capital, Iron Pillar"
460,Credable,FinTech,undisclosed,"$4,500,000",Mumbai,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,2020,2017,Nirav Choksi,Oaks Asset Management
461,Railofy,Transportation,Seed,"$5,000,000",Mumbai,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,2020,2019,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital"
462,Finova Capital,FinTech,undisclosed,"$55,000,000","Jaipur, Rajastan",Finova Capital is a non-banking financial company.,2020,2016,"Mohit Sahney, Sunita Sahney","Sequoia Capital India, Faering Capital"
463,Teachmint,Edtech,Seed,"$3,500,000",Bangalore,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,2020,2020,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India
464,Peel-Works,E-commerce,undisclosed,"$3,000,000",Mumbai,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,2020,2010,"Sachin Chhabra, Nidhi Ramachandran","CESC Ventures, Brun Raschle"
465,Janani,Fertility tech,Pre-seed,"$200,000",Bangalore,Janani aims to make the process of infertility treatment and assisted fertilisation easier,2020,2020,Nilay Mehrotra,9Unicorns
466,Credgenics,FinTech,Seed,"$3,300,000",Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,2018,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala"
467,Finelistings,Luxury car startup,undisclosed,Undisclosed,New Delhi,A Used Luxury Car Marketplace,2020,2015,Aneesh Mathur,Justdial
468,Wellversed,Healthcare,Pre-series A,Undisclosed,New Delhi,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,2020,2018,"Aanan Khurma, Aditya Seth, Ripunjay Chachan","KLUB Works, Shankar Narayanan"
469,Nykaa,Cosmetics,undisclosed,Undisclosed,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020,2012,Falguni Nayar,"Alia Bhatt, Katrina Kaif"
470,Jumbotail,E-commerce,Series B2,"$11,000,000",Bangalore,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",2020,2015,"Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs)
471,Winzo,Gaming startup,undisclosed,"$2,000,000",New Delhi,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,2020,2018,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures"
472,mCaffeine,Cosmetics,Series B,"$5,000,000",Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2020,2015,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital"
473,Pocket FM,FM,Series A,"$5,000,000",Bangalore,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,2020,2018,Rohan Nayak,"Times Group, Lightspeed"
474,Snackible,Healthcare,Bridge,Undisclosed,Mumbai,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,2020,2015,,"Mumbai Angels, Murali Nair"
475,FreshtoHome,E-commerce,undisclosed,"$16,000,000",Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,2015,Shan Kadavil,"Ascent Capital, Iron Pillar"
476,Jumbotail,Retail,Series B2,"$11,000,000",Bangalore,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,2020,2015,"Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, Capria Ventures"
477,Nykaa,E-commerce,undisclosed,Undisclosed,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020,2012,Falguni Nayar,"Katrina Kaif, Steadview Capital"
478,TagZ Foods,Food,undisclosed,Undisclosed,Bangalore,TagZ Foods is a supplier of snacks and food products.,2020,2019,"Sagar Bhalotia, Anish Basu Roy","Exfinity Venture Partners, Shesh Kondi"
